Folio,MES,AÑO,TRIMESTRE,PUNTO_ENTRADA,TERMINAL,AEROLINEA,NO_DE_VUELO,DESTINO_HOSPEDADO,LUGAR_DE_ORIGEN,ESTADOS_MEXICO,ESTADOS_USA,CANADA,SUDAMERICA,EUROPA,OTROS_PAIS,TIPO_PAQUETE,AGENCIA_DE_VIAJES,DONDE_COMPRO_VACACIONES,MOTIVO_PRINCIPAL,VECES_CANCUN,VECES_RANGOS,ESTANCIA,ESTANCIA_RANGOS,OTRO_LUGAR_PERNOCTO,NUMERO_DE_NOCHES,OTRO_LUGAR_PERNOCTO2,NUMERO_DE_NOCHES2,OTRO_LUGAR_PERNOCTO3,NUMUERO_NOCHES3,OTRO_LUGAR_PERNOCTO4,NUMERO_NOCHES4,NUMERO_ADULTOS,NIÑOS,TAMAÑO_GRUPO,CON_QUIEN_VIAJO,GASTO_TOTAL,GASTO_AVION,GASTO_HOTEL,GASTO_TRANSPORTE_TERRESTRE,GASTO_RESTAURANTES,GASTO_BARES,GASTO_TOURS,GASTO_COMPRA,DONDE_SE_HOSPEDO,HOTEL,TOUR1,TOUR2,TOUR3,TOUR4,OTRO_TOUR,TOUR_FAVORITO,NDONDE_COMPRO_TOUR,NADO_CON_DELFINES,SITIO1,SITIO2,Folio_2,REST_SMART_PHONE,BARES_SMART_PHONE,CENTROS_COMERCIALES_SMART_PHONE,TOURS_SMART_PHONE,OTROS_USOS_PHONE,CALIF_AEROPUERTO,CALIF_HOTEL,CALIF_AGENCIA,CALIF_TRANSPORTE,CALIF_RESTAURANTE,CALIF_BARES,CALIF_MALLS,CALIF_TOURS,CALIF_PLAYAS,CALIF_SEGURIDAD,CALIF_MEDIDAS_SANITARIAS,MEDIOS1,MEDIOS2,MEDIOS3,CUAL_RED_SOCIAL,QUE_OTRO_DESTINO_CARIBE1,QUE_OTRO_DESTINO_CARIBE2,QUE_OTRO_DESTINO_CARIBE3,CONSUMO_DE_RECURSOS,CONSUMO_DE_RECURSOS2,CONSUMO_DE_RECURSOS3,SUSTENTABLE_DESTINO_TURISTICO,IMPORTANTE_SUSTENTABILIDAD_DESTINO,QUE_OTRO_DESTINO_CONSIDERO1,QUE_OTRO_DESTINO_CONSIDERO2,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE1,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE2,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE3,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE4,IMPERDIBLES1,IMPERDIBLES2,IMPERDIBLES3,PALABRAS_EXPERIENCIA1,PALABRAS_EXPERIENCIA2,PALABRAS_EXPERIENCIA3,PALABRAS_PARAISO1,PALABRAS_PARAISO2,PALABRAS_PARAISO3,E_13AÑOS19AÑOS,E_20AÑOS29AÑOS,E_30AÑOS39AÑOS,EDAD_JEFE_DE_FAMILIA,INGRESO,CAPTURISTA,ENCUESTADOR,ESTUDIO_CUAL,FECHA_CAPTURA,HORA_CAPTURA,FOLIO_3,DESTINO_DURMIO1,NOCHES_DURMIO1,DESTINO_DURMIO2,NOCHES_DURMIO2,DESTINO_DURMIO3,NOCHES_DURMIO3,DESTINO_DURMIO4,NOCHES_DURMIO4,DESTINO_DURMIO5,NOCHES_DURMIO5,DESTINO_DURMIO6,NOCHES_DURMIO6,CODIGO_POSTAL,QUE_AÑO_FUE_VISITA_ANTERIOR,DESTINOS_DEL_CARIBE_MEXICANO1,DESTINOS_DEL_CARIBE_MEXICANO2,DESTINOS_DEL_CARIBE_MEXICANO3,DESTINOS_DEL_CARIBE_MEXICANO4,DESTINOS_DEL_CARIBE_MEXICANO5,DESTINOS_DEL_CARIBE_MEXICANO6,FRECUENCIA_HA_VISITADO_DESTINOS_DEL_CARIBE,REDES_SOCIALES_INSPIRAN_ELECCIÓN1,REDES_SOCIALES_INSPIRAN_ELECCIÓN2,REDES_SOCIALES_INSPIRAN_ELECCIÓN3,REDES_SOCIALES_INSPIRAN_ELECCIÓN4,GRUPO_ÉTNICO,ORIGEN_GRUPO_ÉTNICO,HABLA_ESPAÑOL,MOTIVO_PRINCIPAL_2,MOTIVO_PRINCIPAL_3,MOTIVOS_PARA_VIAJAR,QUE_TANTO_ENTIENDE_ESPAÑOL,SE_CONSIDERA_PARTE_DE_COMUNIDAD_LGBTQ,SEXO_ENCUESTADOR
1910,1.0,2024,1,,2,55,2224,1,1,6,,,,,,7,,3,10,1,1,7,3,,,,,,,,,2,,2,2,556,,,,,,,,5,,5,17,,,,,,2,8,,1910,1,,,1,,2,2,1,3,2,2,2,3,1,2,3,9,,,,1,6,,,,,9,1,,,1,9,15,,,,,5,2,1,26,,,,2,,3,7,3,1,1,26/01/2024,12:01:13 p. m.,1910,,,,,,,,,,,,,36070,,,,,,,,,2,7,,,,,,4,11,,,1,
14861,5.0,2024,2,,2,55,2282,2,1,18,,,,,,7,,5,9,2,2,4,2,,,,,,,,,2,,2,4,556,,,,,,,,1,145,,,,,,,,2,3,179,14861,1,1,,1,,2,1,3,,1,1,2,2,2,2,,7,9,14,,,,,,,,10,1,,,1,17,19,23,2,3,,34,2,,,,,,2,,3,2,7,4,1,24/05/2024,11:13:37 a. m.,14861,,,,,,,,,,,,,67117,2021,11,13,,,,,3,2,7,,,,,,,,4,,2,1
8611,3.0,2024,1,,2,55,654,2,1,14,,,,,,,,1,4,1,1,4,2,,,,,,,,,2,,2,3,556,,,,,,,,1,,,,,,,,,2,,,8611,,,,,,3,2,3,3,2,3,,3,2,3,,,,,,,,,,,,7,,,,1,18,9,4,,,,,,,,,,,2,,3,9,3,1,1,20/03/2024,10:00:19 a. m.,8611,,,,,,,,,,,,,45400,,,,,,,,1,,,,,,,,3,2,,1,2,
2427,1.0,2024,1,,2,55,2022,2,1,14,,,,,,7,,4,12,1,1,3,2,,,,,,,,,2,,2,2,556,,,,,,,,1,,,,,,,,,2,,,2427,1,,,,,2,1,,3,2,2,2,,1,2,1,9,,,,6,12,,3,4,,6,2,,,1,9,14,,,,,21,27,,,,,,2,,3,2,3,1,1,30/01/2024,04:52:35 p. m.,2427,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,11,1,,2,
3108,1.0,2024,1,8,,55,1415,9,1,,,,,,,,,,,,,3,2,,,,,,,,,,,2,2,556,,,,,,,,,,3,18,99,95,,,,,,,3108,,,,,,,,,,,,,,,,,,,,,1,2,4,5,,,,,,,,,,,,,,,,,,,,,2,,3,,7,6,2,06/02/2024,10:33:10 a. m.,3108,3,3,,,,,,,,,,,,,1,7,13,6,,,3,,,,,,,,,,,,,
13679,4.0,2024,2,,,,,9,1,1,,,,,,7,,1,4,1,1,2,1,,,,,,,,,2,,2,2,555,,,,,,,,1,,,,,,,,,,,,13679,1,,,,,2,2,,,,2,,,,2,,9,,,,,,,,,,7,2,,,1,,,,,,,,,,,,,,2,,3,9,7,6,2,14/05/2024,12:05:01 p. m.,13679,,,,,,,,,,,,,14030,,,,,,,,1,,,,,1,,,,,2,,2,1
28357,9.0,2024,3,,2,55,2170,1,1,18,,,,,,7,,,4,8,4,3,2,,,,,,,,,2,,2,2,519,,,,,,,,5,,11,,,,,,,2,,,28357,1,,1,1,,2,3,3,3,3,2,3,2,2,3,,7,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,2,,3,,7,4,1,20/09/2024,12:53:55 p. m.,28357,,,,,,,,,,,,,666052,2024,,,,,,,2,2,1,,,,,,,,4,,2,2
29279,9.0,2024,3,1,,,,7,4,,,,,21,,7,,3,3,1,1,12,4,,,,,,,,,2,,2,2,500,,,,,,,,1,,26,,,,,,,,350,,29279,1,,1,1,,2,2,3,2,,,,,,2,,,,,,,,,,,,7,3,,,19,,,,1,8,,,,,,,,,2,,3,8,3,7,2,04/10/2024,01:43:23 p. m.,29279,,,,,,,,,,,,,,,8,7,,,,,4,,5,,,2,,,4,6,5,,2,2
28267,9.0,2024,3,,2,55,1030,2,1,1,,,,,,3,,2,2,2,2,7,3,,,,,,,,,2,,2,2,500,,,,,,,,1,136,,,,,,,,2,179,,28267,,,,,,2,3,1,1,2,2,,,1,2,,9,,,,,,,,,,3,2,31,,20,9,19,15,3,1,15,51,5,12,10,25,,,2,,3,3,2,4,1,19/09/2024,11:22:01 a. m.,28267,,,,,,,,,,,,,6700,2023,6,7,13,1,,,3,2,7,,,,,,4,11,2,,2,3
2392,1.0,2024,1,,2,55,1035,1,5,,,,9,,,7,,1,,1,1,7,3,,,,,,,,,2,,2,2,500,,,,,,,,1,,6,18,,,,,,2,,,2392,,,,,,3,1,3,1,,1,1,,,3,3,14,,,,,,,,,,8,2,,,1,9,14,,,,,,,,,,,,2,,3,9,3,1,1,30/01/2024,12:39:32 p. m.,2392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
8276,3.0,2024,1,,2,98,69,1,5,,,,4,,,3,,5,4,1,1,7,3,,,,,,,,,2,,2,2,500,,,,,,,,1,,11,,,,,,,2,,,8276,1,,,,,2,2,2,2,2,2,2,2,2,2,2,5,8,,,3,,,,,,8,3,,,1,,,,,,,31,34,2,,,,,2,,3,7,3,1,1,15/03/2024,11:13:56 a. m.,8276,,,,,,,,,,,,,,2023,,,,,,,1,2,,,,2,,,11,14,,2,2,
35465,11.0,2024,4,,2,55,2062,2,1,21,,,,,,3,,1,4,5,3,6,3,,,,,,,,,2,,2,4,500,,,,,,,,1,1415,,,,,,,,2,,,35465,1,,,,,3,3,3,4,2,1,1,2,1,2,,9,,,,,,,,,,8,2,,,19,23,14,,,,,71,17,,,,,,2,,3,8,7,4,1,29/11/2024,11:15:20 a. m.,35465,,,,,,,,,,,,,76000,,6,1,,,,,3,2,,,,,,,11,2,,,2,
17778,6.0,2024,2,,1,1,563,1,1,1,,,,,,7,,3,1,3,3,5,3,,,,,,,,,2,,2,4,500,,,,,,,,5,,,,,,,,,2,,,17778,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,9,,,,,,,,,,10,2,,,9,14,23,,50,,,17,,,7,,,,2,,3,2,2,1,1,19/06/2024,10:16:14 a. m.,17778,,,,,,,,,,,,,17370,,8,4,6,5,,,2,2,7,,,,,,6,4,,,2,
30203,9.0,2024,3,5,,,,8,1,1,,,,,,7,,9,10,1,1,5,3,,,,,,,,,2,,2,2,500,,,,,,,,5,,,,,,,,,,,,30203,1,1,1,1,,3,3,,2,2,2,2,2,2,2,,7,9,,,,,,,,,10,2,,,1,,,,,,,,,,,,,,2,,3,9,7,7,2,04/10/2024,01:30:45 p. m.,30203,,,,,,,,,,,,,14420,,,,,,,,1,2,7,,,,,,,,1,,2,2
29243,9.0,2024,3,,1,1,531,5,1,1,,,,,,3,23,2,4,4,4,4,2,,,,,,,,,2,,2,2,500,,,,,,,,1,1470,11,,,,,,,2,12,,29243,,,,1,,2,2,2,2,,,,2,2,2,,9,,,,,,,,,,10,1,,,1,9,14,23,,,,2,20,51,,,,,2,,3,,7,1,1,27/09/2024,11:00:33 a. m.,29243,,,,,,,,,,,,,6500,2022,,,,,,,3,2,7,,,,,,,,5,,2,1
30794,10.0,2024,4,,2,55,2023,1,1,20,,,,,,7,,1,1,3,,4,,,,,,,,,,2,,2,2,500,,,,,,,,1,,,,,,,,,2,,,30794,1,,,,,1,1,1,1,1,1,1,1,,,,11,,,,,,,,,,10,1,,,1,14,,,,,,,,,,,,,2,,3,9,3,1,1,15/10/2024,10:30:17 a.m.,30794,,,,,,,,,,,,,73080,2023,,,,,,,2,,,,,,,,,,1,,2,1
6397,2.0,2024,1,,2,55,2044,1,1,11,,,,,,3,,1,4,2,2,4,2,,,,,,,,,2,,2,2,500,,,,,,,,1,,11,,,,,,,2,,,6397,,,,,,1,1,1,1,1,,,,,1,1,,,,,4,6,,,,,5,2,,,14,19,,,35,8,,1,2,,,,,,2,,3,9,3,1,1,27/02/2024,,6397,,,,,,,,,,,,,3700,2022,13,12,1,,,,4,1,,,,,,,11,,,1,2,
32239,10.0,2024,4,,2,55,2026,4,1,20,,,,,,7,,9,4,2,,4,,,,,,,,,,2,,2,2,500,,,,,,,,5,,,,,,,,,2,,,32239,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,7,,,,,,,,,,9,2,,,1,20,,,1,41,,2,5,,,,,,2,,3,8,7,4,1,30/10/2024,04:25:35 p.m.,32239,,,,,,,,,,,,,72380,2023,,,,,,,3,2,1,3,,,,,2,10,2,,1,1
30216,9.0,2024,3,5,,,,3,1,30,,,,,,7,,2,2,4,4,3,2,,,,,,,,,2,,2,4,500,,,,,,,,1,,11,,,,,,,,124,,30216,1,1,1,,,2,2,2,3,2,2,3,2,4,2,,14,13,9,,,,,,,,7,2,39,,14,19,15,23,,,,17,5,,,,,,2,,3,9,7,4,2,04/10/2024,01:12:52 p. m.,30216,,,,,,,,,,,,,98139,2023,8,4,7,6,,,2,2,4,3,7,,,,4,3,,,2,1
20525,6.0,2024,2,3,,,,11,1,1,,,,,,1,,3,10,2,2,3,2,8,2,,,,,,,2,,2,3,500,,,,,,,,1,,5,,,,,,,,,,20525,1,,,1,,2,2,,2,,,,2,2,2,,13,,,,,,,,,,9,1,,,1,,,,,,,,,,,,,,2,,3,9,7,6,2,09/07/2024,11:52:37 a. m.,20525,,,,,,,,,,,,,3100,2013,13,4,12,7,,,3,2,4,1,7,,,,2,8,2,,2,1
27169,8.0,2024,3,9,,,,7,1,18,,,,,,7,,3,4,1,1,3,2,,,,,,,,,2,,2,2,500,,,,,,,,1,,5,6,,,,,,,,,27169,1,,,1,,,2,,1,2,3,,2,1,2,,12,9,,,,,,,,,7,2,,,1,23,,,55,15,,3,4,,22,25,,,2,,3,4,2,7,2,10/09/2024,04:50:40 p. m.,27169,,,,,,,,,,,,,,,12,,,,,,1,2,7,,,,,,10,,5,,2,1
14017,4.0,2024,2,1,,55,,3,1,,,,,,,7,,,,1,1,2,1,,,,,,,,,2,,2,2,500,,,,,,,,5,,,,,,,,,,47,,14017,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,1,,,,,,,,,,,,,,2,,3,3,2,4,2,15/05/2024,04:18:20 p. m.,14017,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,2,1
68465,12.0,2024,4,3,,,,9,1,21,,,,,,7,,4,13,1,1,2,1,,,,,,,,,2,,2,4,500,,,,,,,,1,,,,,,,,,,,,68465,1,,1,,,1,2,,,1,1,1,,1,1,,13,,,,,,,,,,8,1,,,1,19,23,,35,,,,,,22,,,,2,,3,9,3,6,2,06/01/2025,03:57:05 p. m.,68465,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,1,,2,1
36743,11.0,2024,4,1,,,,3,3,,,,,,,1,,1,4,3,3,2,1,1,7,,,,,,,7,,7,3,448,,,,,,,,1,,145,1,,,,,,,,,36743,1,,,,,2,1,1,1,1,1,1,1,1,1,,8,,,,,,,,,,10,,,,17,23,,,,,,,,,,,,,2,,3,,7,4,2,10/12/2024,11:41:53 a. m.,36743,,,,,,,,,,,,,,,4,,,,,,3,2,1,7,,,,,,,5,,2,2
13419,4.0,2024,2,,2,98,257,4,5,,,,13,,,1,,1,10,2,2,5,3,,,,,,,,,2,,2,4,444,,,,,,,,1,,5,,,,,,,2,,,13419,1,1,,1,,2,2,2,2,2,2,2,2,2,2,,7,9,14,,,,,,,,8,2,1,,1,19,23,,5,,,2,21,71,3,7,,,2,,3,,7,1,1,03/05/2024,11:22:46 a. m.,13419,,,,,,,,,,,,,10100,2024,,,,,,,2,2,4,7,,,,,2,9,4,,2,1
14898,5.0,2024,2,,1,1,525,4,1,8,,,,,,7,,4,11,1,1,9,4,,,,,,,,,2,,2,2,417,,,,,,,,5,,5,11,107,52,,,,2,3,,14898,1,1,1,1,,1,1,,,1,1,1,2,2,1,,7,9,,,,,,,,,9,2,6,,17,9,19,23,7,9,,,,,35,,,,2,,3,,2,1,1,24/05/2024,10:14:01 a. m.,14898,,,,,,,,,,,,,2783,,,,,,,,1,2,7,,,,,,,,1,,,1
30346,9.0,2024,3,1,,,,11,1,33,,,,,,7,,3,,1,1,4,2,,,,,,,,,3,,3,4,400,,,,,,,,5,,15,24,17,,,,,,350,,30346,1,,1,1,,1,3,3,,3,2,2,1,1,1,,14,7,9,,,,,,,,8,1,,,1,18,14,9,,,,21,34,,,,,,2,,3,,3,6,2,07/10/2024,11:11:31 a. m.,30346,,,,,,,,,,,,,42083,,,,,,,,4,2,7,,,1,,,4,,2,,2,1
10900,3.0,2024,1,7,,,,11,1,22,,,,,,7,,9,11,2,2,3,2,,,,,,,,,,,2,2,400,,,,,,,,5,,,,,,,,,,6,,10900,1,,1,1,,3,2,2,4,2,2,3,2,2,2,2,7,,,,6,,,3,,,7,2,,,1,,,,,,,,,,,,,,2,,3,8,7,6,2,08/04/2024,11:10:00 a. m.,10900,11,3,,,,,,,,,,,77600,2022,12,,,,,,2,3,,,,,,,,,2,1,2,
36475,11.0,2024,4,,,,,7,4,,,,,11,,7,,2,14,1,1,3,2,,,,,,,,,2,,2,2,400,,,,,,,,1,,5,6,11,,,,,,47,,36475,1,,,1,,2,2,,2,1,2,3,2,2,1,,14,,,,,,,,,,6,2,,,1,19,,,,,,,,,,,,,2,,3,7,3,7,2,09/12/2024,12:09:47 p. m.,36475,,,,,,,,,,,,,,,,,,,,,1,2,3,,,,,,3,4,5,,2,1
28623,9.0,2024,3,,1,106,1025,1,2,,51,,,,,7,,4,4,1,1,7,3,,,,,,,,,2,,2,2,370,,,,,,,,1,52,24,,,,,,,2,,,28623,,,,,,2,1,,3,1,,,,2,2,,14,,,,,,,,,,8,3,,,1,14,,,,,,,,,,,,,2,,3,6,7,1,1,23/09/2024,12:49:41 p. m.,28623,,,,,,,,,,,,,82007,,,,,,,,1,2,,,,2,,,11,9,2,,2,1
36817,11.0,2024,4,3,,,,9,1,1,,,,,,7,,1,,1,1,2,1,,,,,,,,,2,,2,2,350,,,,,,,,1,,,,,,,,,,,,36817,,,,,,2,3,,,2,2,,1,,,,,,,,,,,,,,8,1,,,1,,,,,,,,,,,,,,2,,3,,3,6,2,10/12/2024,09:48:08 a. m.,36817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,2,2
31326,10.0,2024,4,,2,51,3626,2,1,25,,,,,,7,54,2,11,2,,10,,,,,,,,,,2,,2,2,300,,,,,,,,1,811,26,21,83,52,,,,2,,,31326,1,,,,,1,1,1,1,1,1,1,1,1,1,,13,9,,,,,,,,,10,1,,,1,,,,3,33,4,4,,,,,,,2,,3,7,2,4,1,21/10/2024,12:10:28 p.m.,31326,,,,,,,,,,,,,,2019,,,,,,,4,7,,,,1,,,,,5,,2,2
20622,6.0,2024,2,1,,11,1343,3,2,,43,,,,,7,,6,10,4,4,3,2,,,,,,,,,2,,2,3,300,,,,,,,,1,,15,11,17,52,,,,,8,,20622,1,1,1,1,,,2,2,2,2,2,2,,,,,9,,,,,,,,,,9,2,,,15,,,,,,,,,,,,,,2,,3,2,2,4,2,10/07/2024,10:06:38 a. m.,20622,,,,,,,,,,,,,75007,,,,,,,,3,1,,,,2,,,,,4,,2,1
35361,11.0,2024,4,,2,55,1023,1,1,1,,,,,,1,,1,11,1,1,3,2,,,,,,,,,2,,2,2,300,,,,,,,,1,20,,,,,,,,2,,,35361,1,,,1,,1,1,1,1,2,,,,1,1,,7,12,9,,,,,,,,10,1,,,1,23,,,,,,21,,,,,,,2,,3,,7,1,1,27/11/2024,12:00:47 p. m.,35361,,,,,,,,,,,,,6720,,,,,,,,1,1,7,,,,,,4,,5,,2,2
6687,2.0,2024,1,,2,55,2263,1,5,,,,9,,,3,,1,4,1,1,1,1,,,,,,,,,2,,2,4,300,,,,,,,,1,,11,,,,,,,2,,,6687,,,,,,2,1,2,2,2,,,,1,1,1,,,,,9,12,,,,,8,1,,,1,20,9,14,59,,,,,,34,,,,2,,3,,7,1,1,01/03/2024,,6687,,,,,,,,,,,,,58880,,,,,,,,1,7,5,,,,,,2,,5,,2,
9419,3.0,2024,1,,2,55,2264,4,1,3,,,,,,7,,9,10,1,1,7,3,,,,,,,,,2,,2,2,278,,,,,,,,1,,5,26,33,11,,,,1,350,176,9419,1,,1,1,,3,1,1,,4,,,1,1,1,2,8,7,9,,,,,2,3,4,10,1,,,20,18,19,,,,,11,2,,,,,,2,,3,5,3,1,1,26/03/2024,10:14:47 a. m.,9419,,,,,,,,,,,,,,,,,,,,,1,1,3,7,,,,,11,4,,,,
23802,7.0,2024,3,1,,51,,3,1,33,,,,,,3,,1,1,3,3,1,1,,,,,,,,,1,,1,1,250,,,,,,,,2,,5,11,148,,,,,,176,,23802,,,,1,,1,,,,,,,,1,,,7,13,11,,,,,,,,9,1,39,1,1,16,23,,,,,4,12,17,,,,,2,,,9,7,1,2,09/08/2024,01:14:06 p. m.,23802,,,,,,,,,,,,,90454,2004,,,,,,,3,3,5,7,,,,,13,,5,,,1
5901,2.0,2024,1,,2,55,2044,1,1,11,,,,,,7,,2,2,1,1,6,3,,,,,,,,,2,,2,2,211,,,,,,,,1,121,33,26,52,,,,,2,12,142,5901,,,,,,1,1,2,3,,1,,,1,,2,9,,,,1,2,3,6,,,6,,,,1,19,23,,,,,,,,,,,,2,,3,,7,1,1,20/02/2024,,5901,,,,,,,,,,,,,36612,,,,,,,,2,7,,,,,,,,,4,1,2,
1319,1.0,2024,1,,1,1,521,1,1,24,,,,,,7,861,2,11,,,,,,,,,,,,,2,,2,2,201,,,,,,,,1,58,6,5,26,52,,,,2,,,1319,1,1,1,,,1,1,2,3,2,2,2,2,2,3,3,12,,,,6,10,11,6,,,6,2,,,15,,,,,,,,,,,,,,2,,3,,7,1,1,19/01/2024,12:53:02 p. m.,1319,,,,,,,,,,,,,82165,,,,,,,,1,1,3,,,,,,3,10,1,,,
2467,1.0,2024,1,,2,51,478,4,1,3,,,,,,7,,9,4,2,2,11,4,11,7,,,,,,,2,,2,2,123,,,,,,,,5,,6,11,18,5,,,,2,,,2467,1,1,1,1,,2,2,,4,3,3,2,1,1,2,2,14,13,9,,6,,,,,,7,2,,,1,23,,,5,84,15,3,5,,3,1,,,2,,3,8,7,1,1,30/01/2024,03:58:25 p. m.,2467,,,,,,,,,,,,,2707,2021,12,10,13,,,,4,2,7,5,,,,,10,11,5,,,
6289,2.0,2024,1,,1,1,527,5,1,1,,,,,,3,,1,13,2,2,5,3,,,,,,,,,20,,20,5,,,,,,,,,1,724,,,,,,,,2,,,6289,,,,1,,1,1,1,1,1,1,1,1,1,1,1,8,,,,1,4,6,1,3,,10,2,,,1,17,20,18,25,,,2,69,,34,25,,,2,,3,8,2,4,1,27/02/2024,,6289,,,,,,,,,,,,,53100,2006,,,,,,,4,7,,,,,,,,,,1,2,
26068,8.0,2024,3,,2,51,3502,1,1,1,,,,,,7,,2,3,1,1,8,4,,,,,,,,,15,1,16,3,,,,,,,,,1,,,,,,,,,2,,,26068,,,,,,1,2,2,1,1,1,1,1,1,1,,,,,,,,,,,,10,1,,,1,4,,,,,,,,,,,,,2,,3,,3,1,1,28/08/2024,12:55:29 p. m.,26068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,2,
21268,7.0,2024,3,,1,128,51,1,4,,,,,26,,2,,1,10,1,1,10,4,,,,,,,,,11,,11,4,,,,,,,,,1,,5,6,8,24,,,,2,,,21268,1,1,,1,,2,2,2,2,3,3,2,,1,1,,14,9,,,,,,,,,7,1,,,20,19,,,,,,,,,,,,,2,,3,,3,1,1,18/07/2024,12:36:36 p. m.,21268,,,,,,,,,,,,,,,,,,,,,1,2,7,,,,,,9,3,2,,,
9491,3.0,2024,1,,2,118,2545,2,5,,,,23,,,7,,3,2,3,3,5,3,,,,,,,,,10,,10,4,,,,,,,,,1,226,11,42,,,,,,2,6,,9491,1,1,,,,1,,,,,,,,,,,14,9,,,10,12,,,,,2,1,40,,17,,,,8,9,,,,,,,,,2,,3,8,7,4,1,26/03/2024,03:26:36 p. m.,9491,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,4,,2,1,2,
40112,12.0,2024,4,,,,,3,4,,,,,26,,1,,1,13,1,1,2,1,,,,,,,,,10,,10,4,,,,,,,,,1,,5,6,11,,,,,,,,40112,1,1,,1,,,,,,,,,,,,,11,,,,,,,,,,,1,,,16,,,,,,,,,,,,,,2,,3,,3,6,2,08/01/2025,04:40:30 p. m.,40112,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,6,,1,3
39693,12.0,2024,4,,3,28,772,2,2,,5,,,,,3,,,4,4,4,7,3,,,,,,,,,9,,9,3,,,,,,,,,1,,21,,,,,,,2,,,39693,,,,,,2,3,,1,1,1,1,1,1,2,,,,,,,,,,,,7,2,,,17,9,,,,,,,,,,,,,2,,3,,3,1,1,07/01/2025,09:40:34 a. m.,39693,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,3,1,,2,1
15964,5.0,2024,2,,3,48,1056,5,2,,38,,,,,3,,,4,1,1,6,3,,,,,,,,,8,,8,3,,,,,,,,,1,387,,,,,,,,2,,,15964,,,,,,1,1,,1,1,,,,1,1,,,,,,,,,,,,9,2,,,20,,,,,,,,,,,,,,2,,3,,2,1,1,03/06/2024,05:00:32 p. m.,15964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36930,11.0,2024,4,3,2,55,1415,8,1,1,,,,,,3,,,4,1,1,3,2,,,,,,,,,7,,7,4,,,,,,,,,1,,,,,,,,,,,,36930,,,,,,2,2,1,,3,,,,1,2,,8,9,,,,,,,,,10,2,,,1,,,,,,,,,,,,,,2,,3,3,7,4,2,10/12/2024,12:24:21 p. m.,36930,,,,,,,,,,,,,11920,,4,13,6,1,9,,2,2,7,,,,,,,,2,,2,1
18957,6.0,2024,2,,2,55,2172,1,1,18,,,,,,7,,4,4,3,3,6,3,,,,,,,,,5,1,6,3,,,,,,,,,4,,11,,,,,,,2,179,,18957,1,,1,1,,2,2,,,,,1,2,1,2,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,2,,3,,3,1,1,27/06/2024,10:41:19 a. m.,18957,,,,,,,,,,,,,64780,2023,11,,1,,,,4,3,7,,,,,,,,2,,2,1
18940,6.0,2024,2,,3,48,1058,1,2,,23,,,,,3,,,4,1,1,5,3,,,,,,,,,6,,6,3,,,,,,,,,1,,,,,,,,,2,8,,18940,,,,,,1,1,,,1,1,1,1,1,1,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,2,,3,,3,1,1,26/06/2024,04:29:29 p. m.,18940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17464,6.0,2024,2,,1,1,535,1,1,7,,,,,,3,,,1,1,1,4,2,,,,,,,,,5,1,6,3,,,,,,,,,1,38,145,11,21,,,,,2,,,17464,,,,,,1,1,,1,2,,,1,1,2,,,,,,,,,,,,8,1,,,,,,,,,,,,,,,,,2,,3,,3,1,1,17/06/2024,12:31:28 p. m.,17464,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,4,,2,2
1979,1.0,2024,1,,1,1,553,2,1,33,,,,,,3,,2,1,2,2,5,3,,,,,,,,,5,,5,4,,,,,,,,,1,342,11,,,,,,,2,,,1979,,,,1,,1,1,1,1,1,1,1,1,1,1,1,8,,,,1,4,6,1,2,,10,1,,,1,20,18,,,,,,,,,,,,2,,3,8,3,1,1,29/01/2024,12:58:01 p. m.,1979,,,,,,,,,,,,,2850,2015,,,,,,,3,2,1,,,,,,4,3,1,,,
